EF ID,IPCC 1996 Source/Sink Category,IPCC 2006 Source/Sink Category,Gas,Type of parameter,Description,Parameters / Conditions,Region / Regional Conditions,Value,Unit,Equation
130753,"1B1a1 - Underground Mines
","1.B.1.a.i.1 - Mining
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for undeground mining,,,18,m3/tonne of coal,EQUATION 4.1.3 (UPDATED)
130754,"1B1a1 - Underground Mines
","1.B.1.a.i.1 - Mining
","METHANE
",2019 Refinement default,density of CH4 taken at 20?C and 1 atmosphere pressure,,,0.00000067,Gg/m3,EQUATION 4.1.3 (UPDATED)
130755,"1B1a1 - Underground Mines
","1.B.1.a.i.1 - Mining
","CARBON DIOXIDE
",2019 Refinement default,Tier 1 CO2 Emission Factors for underground mining,,,5.9,m3/tonne of coal,EQUATION 4.1.3A (NEW)
130756,"1B1a1 - Underground Mines
","1.B.1.a.i.2 - Post-mining seam gas emissions
","CARBON DIOXIDE
",2019 Refinement default,density of CO2 taken at 20?C and 1 atmosphere pressure,,,0.00000184,Gg/m3,EQUATION 4.1.3A (NEW)
130757,"1B1a1 - Underground Mines
","1.B.1.a.i.2 - Post-mining seam gas emissions
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for undeground post-mining,,,2.5,m3/tonne of coal,EQUATION 4.1.4
130758,"1B1a2 - Surface Mines
","1.B.1.a.ii.1 - Mining
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for surface mining,,,1.2,m3/tonne of coal,EQUATION 4.1.7 (UPDATED)
130759,"1B1a2 - Surface Mines
","1.B.1.a.ii.1 - Mining
","CARBON DIOXIDE
",2019 Refinement default,Tier 1 CO2 emission factor for surface mining,,,0.44,m3/tonne of coal,EQUATION 4.1.7A (NEW)
130760,"1B1a2 - Surface Mines
","1.B.1.a.ii.2 - Post-mining seam gas emissions
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for surface post-mining,,,0.1,m3/tonne of coal,EQUATION 4.1.8
130761,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.281,million m^3/mine/year,EQUATION 4.1.10
130762,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.279,million m^3/mine/year,EQUATION 4.1.10
130763,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.277,million m^3/mine/year,EQUATION 4.1.10
130764,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.275,million m^3/mine/year,EQUATION 4.1.10
130765,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.273,million m^3/mine/year,EQUATION 4.1.10
130766,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.272,million m^3/mine/year,EQUATION 4.1.10
130767,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.27,million m^3/mine/year,EQUATION 4.1.10
130768,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.268,million m^3/mine/year,EQUATION 4.1.10
130769,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.267,million m^3/mine/year,EQUATION 4.1.10
130770,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.265,million m^3/mine/year,EQUATION 4.1.10
130771,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.264,million m^3/mine/year,EQUATION 4.1.10
130772,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.262,million m^3/mine/year,EQUATION 4.1.10
130773,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.261,million m^3/mine/year,EQUATION 4.1.10
130774,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.259,million m^3/mine/year,EQUATION 4.1.10
130775,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.258,million m^3/mine/year,EQUATION 4.1.10
130776,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.256,million m^3/mine/year,EQUATION 4.1.10
130777,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.255,million m^3/mine/year,EQUATION 4.1.10
130778,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.253,million m^3/mine/year,EQUATION 4.1.10
130779,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.252,million m^3/mine/year,EQUATION 4.1.10
130780,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.251,million m^3/mine/year,EQUATION 4.1.10
130781,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.249,million m^3/mine/year,EQUATION 4.1.10
130782,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.248,million m^3/mine/year,EQUATION 4.1.10
130783,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.247,million m^3/mine/year,EQUATION 4.1.10
130784,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.246,million m^3/mine/year,EQUATION 4.1.10
130785,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.244,million m^3/mine/year,EQUATION 4.1.10
130786,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.243,million m^3/mine/year,EQUATION 4.1.10
130787,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.242,million m^3/mine/year,EQUATION 4.1.10
130788,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.241,million m^3/mine/year,EQUATION 4.1.10
130789,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.239,million m^3/mine/year,EQUATION 4.1.10
130790,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.238,million m^3/mine/year,EQUATION 4.1.10
130791,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.237,million m^3/mine/year,EQUATION 4.1.10
130792,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.236,million m^3/mine/year,EQUATION 4.1.10
130793,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.235,million m^3/mine/year,EQUATION 4.1.10
130794,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.234,million m^3/mine/year,EQUATION 4.1.10
130795,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.233,million m^3/mine/year,EQUATION 4.1.10
130796,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.232,million m^3/mine/year,EQUATION 4.1.10
130797,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.23,million m^3/mine/year,EQUATION 4.1.10
130798,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.229,million m^3/mine/year,EQUATION 4.1.10
130799,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.228,million m^3/mine/year,EQUATION 4.1.10
130800,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.227,million m^3/mine/year,EQUATION 4.1.10
130801,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.226,million m^3/mine/year,EQUATION 4.1.10
130802,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.225,million m^3/mine/year,EQUATION 4.1.10
130803,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.224,million m^3/mine/year,EQUATION 4.1.10
130804,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.223,million m^3/mine/year,EQUATION 4.1.10
130805,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.223,million m^3/mine/year,EQUATION 4.1.10
130806,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.222,million m^3/mine/year,EQUATION 4.1.10
130807,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.221,million m^3/mine/year,EQUATION 4.1.10
130808,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.22,million m^3/mine/year,EQUATION 4.1.10
130809,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.219,million m^3/mine/year,EQUATION 4.1.10
130810,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.218,million m^3/mine/year,EQUATION 4.1.10
130811,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.217,million m^3/mine/year,EQUATION 4.1.10
130812,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.216,million m^3/mine/year,EQUATION 4.1.10
130813,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.215,million m^3/mine/year,EQUATION 4.1.10
130814,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.214,million m^3/mine/year,EQUATION 4.1.10
130815,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.214,million m^3/mine/year,EQUATION 4.1.10
130816,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.213,million m^3/mine/year,EQUATION 4.1.10
130817,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.212,million m^3/mine/year,EQUATION 4.1.10
130818,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.211,million m^3/mine/year,EQUATION 4.1.10
130819,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.21,million m^3/mine/year,EQUATION 4.1.10
130820,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.21,million m^3/mine/year,EQUATION 4.1.10
130821,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.209,million m^3/mine/year,EQUATION 4.1.10
130822,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.343,million m^3/mine/year,EQUATION 4.1.10
130823,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.34,million m^3/mine/year,EQUATION 4.1.10
130824,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.336,million m^3/mine/year,EQUATION 4.1.10
130825,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.333,million m^3/mine/year,EQUATION 4.1.10
130826,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.33,million m^3/mine/year,EQUATION 4.1.10
130827,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.327,million m^3/mine/year,EQUATION 4.1.10
130828,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.324,million m^3/mine/year,EQUATION 4.1.10
130829,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.322,million m^3/mine/year,EQUATION 4.1.10
130830,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.319,million m^3/mine/year,EQUATION 4.1.10
130831,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.316,million m^3/mine/year,EQUATION 4.1.10
130832,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.314,million m^3/mine/year,EQUATION 4.1.10
130833,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.311,million m^3/mine/year,EQUATION 4.1.10
130834,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.308,million m^3/mine/year,EQUATION 4.1.10
130835,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.306,million m^3/mine/year,EQUATION 4.1.10
130836,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.304,million m^3/mine/year,EQUATION 4.1.10
130837,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.301,million m^3/mine/year,EQUATION 4.1.10
130838,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.299,million m^3/mine/year,EQUATION 4.1.10
130839,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.297,million m^3/mine/year,EQUATION 4.1.10
130840,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.295,million m^3/mine/year,EQUATION 4.1.10
130841,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.293,million m^3/mine/year,EQUATION 4.1.10
130842,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.29,million m^3/mine/year,EQUATION 4.1.10
130843,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.288,million m^3/mine/year,EQUATION 4.1.10
130844,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.286,million m^3/mine/year,EQUATION 4.1.10
130845,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.284,million m^3/mine/year,EQUATION 4.1.10
130846,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.283,million m^3/mine/year,EQUATION 4.1.10
130847,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.281,million m^3/mine/year,EQUATION 4.1.10
130848,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.279,million m^3/mine/year,EQUATION 4.1.10
130849,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.277,million m^3/mine/year,EQUATION 4.1.10
130850,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.275,million m^3/mine/year,EQUATION 4.1.10
130851,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.273,million m^3/mine/year,EQUATION 4.1.10
130852,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.272,million m^3/mine/year,EQUATION 4.1.10
130853,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.27,million m^3/mine/year,EQUATION 4.1.10
130854,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.268,million m^3/mine/year,EQUATION 4.1.10
130855,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.267,million m^3/mine/year,EQUATION 4.1.10
130856,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.265,million m^3/mine/year,EQUATION 4.1.10
130857,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.264,million m^3/mine/year,EQUATION 4.1.10
130858,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.262,million m^3/mine/year,EQUATION 4.1.10
130859,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.261,million m^3/mine/year,EQUATION 4.1.10
130860,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.259,million m^3/mine/year,EQUATION 4.1.10
130861,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.258,million m^3/mine/year,EQUATION 4.1.10
130862,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.256,million m^3/mine/year,EQUATION 4.1.10
130863,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.255,million m^3/mine/year,EQUATION 4.1.10
130864,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.253,million m^3/mine/year,EQUATION 4.1.10
130865,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.252,million m^3/mine/year,EQUATION 4.1.10
130866,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.251,million m^3/mine/year,EQUATION 4.1.10
130867,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.249,million m^3/mine/year,EQUATION 4.1.10
130868,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.248,million m^3/mine/year,EQUATION 4.1.10
130869,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.247,million m^3/mine/year,EQUATION 4.1.10
130870,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.246,million m^3/mine/year,EQUATION 4.1.10
130871,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.244,million m^3/mine/year,EQUATION 4.1.10
130872,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.243,million m^3/mine/year,EQUATION 4.1.10
130873,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.242,million m^3/mine/year,EQUATION 4.1.10
130874,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.241,million m^3/mine/year,EQUATION 4.1.10
130875,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.239,million m^3/mine/year,EQUATION 4.1.10
130876,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.238,million m^3/mine/year,EQUATION 4.1.10
130877,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.237,million m^3/mine/year,EQUATION 4.1.10
130878,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.236,million m^3/mine/year,EQUATION 4.1.10
